Timestamp,Heart Rate,RR Interval
1739791581.0119529,112,0.584
1739791582.003372,111,0.58
1739791582.0033998,111,0.576
1739791582.992364,110,0.564
1739791582.992394,110,0.584
1739791583.981866,107,0.576
1739791583.9819038,107,0.592
1739791584.972335,107,0.588
1739791585.9627829,106,0.588
1739791585.962815,106,0.584
1739791586.9524171,105,0.584
1739791586.9524438,105,0.584
1739791587.943106,105,0.584
1739791587.943136,105,0.588
1739791588.935789,105,0.584
1739791589.9221451,105,0.572
1739791589.9221818,105,0.58
1739791590.91001,106,0.564
1739791590.9100218,106,0.564
1739791591.9014459,106,0.56
1739791591.9014761,106,0.556
1739791592.891495,108,0.564
1739791592.891522,108,0.576
1739791593.881535,108,0.572
1739791594.870655,108,0.572
1739791594.870667,108,0.576
1739791595.863644,108,0.576
1739791595.8636742,108,0.584
1739791596.850145,107,0.576
1739791596.8501601,107,0.588
1739791598.832544,107,0.588
1739791598.83356,106,0.576
1739791598.833571,106,0.576
1739791599.8232121,106,0.568
1739791599.823236,106,0.567
1739791600.813589,107,0.572
1739791600.813616,107,0.572
1739791601.8014998,107,0.584
1739791602.7939641,107,0.596
1739791602.793994,107,0.584
1739791603.782444,106,0.58
1739791603.782476,106,0.576
1739791604.771677,106,0.572
1739791604.7717068,106,0.568
1739791605.7618828,107,0.564
1739791605.761912,107,0.56
1739791606.751745,107,0.552
1739791606.7517738,107,0.544
1739791607.74288,108,0.528
1739791608.7331579,109,0.548
1739791608.733187,109,0.544
1739791609.722302,111,0.54
1739791609.722332,111,0.548
1739791610.7105548,112,0.56
1739791610.71057,112,0.576
1739791611.7016919,112,0.572
1739791611.7017229,112,0.584
1739791612.6916952,111,0.568
1739791612.69172,111,0.572
1739791613.68272,109,0.576
1739791614.673495,108,0.56
1739791614.6735208,108,0.592
1739791617.642406,107,0.584
1739791617.642441,107,0.576
1739791617.64314,107,0.564
1739791617.643148,107,0.584
1739791618.634079,107,0.572
1739791619.623195,107,0.54
1739791619.623224,107,0.564
1739791619.6239622,107,0.551
1739791619.62397,107,0.552
1739791620.611886,108,0.548
1739791620.611917,108,0.54
1739791621.602155,109,0.572
1739791621.602182,109,0.572
1739791622.592442,110,0.564
1739791622.592478,110,0.56
1739791623.583921,110,0.568
1739791624.571786,110,0.556
1739791624.571819,110,0.544
1739791625.5622048,110,0.544
1739791625.562237,110,0.524
1739791626.554135,111,0.536
1739791626.554165,111,0.532
1739791627.544914,113,0.532
1739791627.544944,113,0.544
1739791628.532892,114,0.54
1739791628.532927,114,0.52
1739791629.524425,115,0.52
1739791629.5244632,115,0.544
1739791630.5119889,115,0.532
1739791630.512018,115,0.532
1739791631.505381,115,0.516
1739791631.505418,115,0.544
1739791632.492566,115,0.54
1739791632.492596,115,0.516
1739791633.481893,116,0.524
1739791633.4819221,116,0.536
1739791634.47214,116,0.532
1739791634.4721699,116,0.528
1739791635.462066,116,0.516
1739791635.462094,116,0.544
1739791636.451721,116,0.532
1739791637.4443781,116,0.536
1739791637.444415,116,0.54
1739791638.432641,115,0.532
1739791638.432674,115,0.556
1739791639.424167,114,0.551
1739791639.424196,114,0.552
1739791640.413147,114,0.548
1739791640.4131799,114,0.52
1739791641.4034822,113,0.548
1739791641.403509,113,0.528
1739791642.3933709,113,0.512
1739791642.393404,113,0.52
1739791644.3751051,113,0.512
1739791644.375131,113,0.548
1739791644.37567,113,0.552
1739791644.375675,113,0.572
1739791645.361418,113,0.568
1739791646.353448,112,0.568
1739791646.3534698,112,0.56
1739791647.3413608,110,0.568
1739791647.341384,110,0.544
1739791648.335186,109,0.58
1739791648.335217,109,0.572
1739791649.324408,109,0.552
1739791649.324446,109,0.576
1739791650.312396,109,0.556
1739791650.312429,109,0.536
1739791651.301516,109,0.564
1739791652.2910888,110,0.552
1739791652.2911081,110,0.532
1739791653.280401,110,0.552
1739791653.280413,110,0.536
1739791654.271322,111,0.528
1739791654.2713358,111,0.528
1739791655.2625449,111,0.52
1739791655.26258,111,0.5
1739791656.252688,112,0.524
1739791656.252718,112,0.508
1739791657.242295,113,0.504
1739791657.2423291,113,0.492
1739791658.233438,117,0.52
1739791658.23347,117,0.508
1739791659.22623,119,0.511
1739791659.226269,119,0.504
1739791660.215522,120,0.528
1739791660.215554,120,0.524
1739791662.194103,119,0.528
1739791662.1941388,119,0.516
1739791662.195201,119,0.552
1739791662.195214,119,0.536
1739791663.1834948,117,0.512
1739791663.1835241,117,0.548
1739791664.1723819,117,0.516
1739791664.1724238,117,0.508
1739791665.162669,117,0.52
1739791665.1627,117,0.516
1739791666.150421,117,0.508
1739791666.1504269,117,0.516
1739791667.1423218,118,0.54
1739791667.1423612,118,0.528
1739791668.132928,118,0.516
1739791668.1329641,118,0.544
1739791669.122943,118,0.528
1739791669.1229749,118,0.516
1739791670.114295,117,0.52
1739791670.114332,117,0.548
1739791671.101413,117,0.528
1739791671.101419,117,0.532
1739791672.0953212,117,0.52
1739791672.095362,117,0.528
1739791673.084906,117,0.544
1739791674.0733812,116,0.54
1739791674.073417,116,0.524
1739791675.0623941,116,0.544
1739791675.062426,116,0.532
1739791677.0430348,116,0.524
1739791677.043064,116,0.524
1739791678.034271,116,0.516
1739791678.0343199,116,0.508
1739791679.022617,117,0.516
1739791679.022657,117,0.503
1739791680.0125718,118,0.512
1739791680.012604,118,0.512
1739791681.006262,120,0.508
1739791681.0062678,120,0.5
1739791681.991144,120,0.516
1739791681.991162,120,0.504
1739791682.983354,121,0.496
1739791682.983393,121,0.492
1739791683.970578,121,0.52
1739791683.9705899,121,0.516
1739791684.964714,121,0.524
1739791684.964735,121,0.504
1739791685.977723,121,0.536
1739791685.9777548,121,0.532
1739791686.94293,119,0.512
1739791686.94296,119,0.56
1739791687.934088,119,0.548
1739791687.934119,119,0.56
1739791688.9227,117,0.536
1739791688.9227278,117,0.572
1739791689.912559,117,0.58
1739791689.912593,117,0.568
1739791690.9041889,116,0.568
1739791691.893601,113,0.572
1739791691.89363,113,0.54
1739791692.88308,110,0.572
1739791692.883111,110,0.556
1739791693.8727272,110,0.556
1739791693.872758,110,0.528
1739791694.863453,110,0.556
1739791694.863488,110,0.236
1739791694.863492,110,0.308
1739791695.853944,111,0.54
1739791695.853971,111,0.528
1739791696.842568,112,0.516
1739791696.842595,112,0.516
1739791697.833069,112,0.532
1739791697.833102,112,0.516
1739791698.822199,113,0.515
1739791698.82223,113,0.512
1739791699.814694,114,0.508
1739791699.8147252,114,0.508
1739791700.803327,116,0.508
1739791700.803364,116,0.5
1739791701.79268,118,0.492
1739791701.7927098,118,0.484
1739791702.7830741,121,0.488
1739791702.783114,121,0.484
1739791704.7628381,123,0.504
1739791704.762866,123,0.468
1739791704.763625,124,0.516
1739791704.7636302,124,0.5
1739791705.7548742,124,0.528
1739791705.7549021,124,0.508
1739791706.742513,123,0.544
1739791706.742542,123,0.508
1739791707.7325828,122,0.552
1739791707.732615,122,0.504
1739791708.721857,121,0.552
1739791708.721879,121,0.544
1739791709.712256,121,0.552
1739791709.712288,121,0.52
1739791710.703008,120,0.572
1739791710.7030451,120,0.532
1739791711.6947682,120,0.536
1739791712.684157,119,0.568
1739791712.684196,119,0.524
1739791713.674237,118,0.56
1739791713.674266,118,0.52
1739791714.661398,117,0.532
1739791714.6614132,117,0.552
1739791715.6536372,116,0.54
1739791715.6536682,116,0.516
1739791716.643105,116,0.544
1739791716.6431391,116,0.536
1739791717.6354592,115,0.544
1739791717.635482,115,0.52
1739791719.6128068,115,0.555
1739791719.612837,115,0.524
1739791719.613507,115,0.524
1739791719.613512,115,0.524
1739791720.602381,115,0.532
1739791720.602411,115,0.524
1739791721.593952,116,0.496
1739791721.5939891,116,0.5
1739791722.582867,116,0.528
1739791722.5829,116,0.504
1739791723.572864,117,0.496
1739791723.572896,117,0.52
1739791724.5627398,118,0.504
1739791724.562766,118,0.492
1739791725.552903,119,0.496
1739791725.552937,119,0.492
1739791726.541049,120,0.516
1739791726.541057,120,0.484
1739791727.5334048,121,0.5
1739791727.533438,121,0.484
1739791728.534556,122,0.232
1739791728.5345678,122,0.788
1739791729.5095072,123,0.488
1739791729.509537,123,0.488
1739791730.5003562,123,0.52
1739791730.5003939,123,0.48
1739791731.486964,123,0.492
1739791731.4869928,123,0.496
1739791732.475072,123,0.52
1739791732.475102,123,0.484
1739791733.46444,124,0.488
1739791733.464471,124,0.492
1739791734.4552991,124,0.484
1739791734.4553258,124,0.48
1739791735.4422898,125,0.476
1739791735.442318,125,0.472
1739791735.442322,125,0.472
1739791737.419541,126,0.468
1739791737.419553,126,0.464
1739791737.419898,128,0.468
1739791737.419903,128,0.464
1739791738.41117,130,0.459
1739791738.411207,130,0.456
1739791739.399155,133,0.46
1739791739.399192,133,0.46
1739791739.399199,133,0.448
1739791740.388553,134,0.452
1739791740.388583,134,0.456
1739791741.376568,135,0.448
1739791741.376582,135,0.448
1739791742.367049,136,0.448
1739791742.367084,136,0.448
1739791743.358025,137,0.448
1739791743.3580601,137,0.44
1739791743.358068,137,0.44
1739791744.344984,138,0.44
1739791744.3450172,138,0.444
1739791745.334774,138,0.44
1739791745.334815,138,0.444
1739791746.324146,139,0.436
1739791746.324182,139,0.444
1739791746.324189,139,0.44
1739791747.314857,139,0.44
1739791747.314888,139,0.436
1739791748.304824,140,0.436
1739791748.304855,140,0.44
1739791749.293018,140,0.432
1739791749.293046,140,0.432
1739791749.2930508,140,0.436
1739791750.285045,141,0.432
1739791750.285082,141,0.432
1739791751.276321,142,0.428
1739791751.276352,142,0.428
1739791752.262212,143,0.428
1739791752.2622468,143,0.428
1739791752.2622561,143,0.424
1739791753.251746,143,0.424
1739791753.2517729,143,0.42
1739791754.239603,145,0.416
1739791754.239617,145,0.424
1739791754.2396212,145,0.416
1739791755.231027,146,0.416
1739791755.231065,146,0.412
1739791756.218509,147,0.416
1739791756.218514,147,0.412
1739791756.218515,147,0.412
1739791757.212641,148,0.412
1739791757.212673,148,0.407
1739791758.2026398,149,0.408
1739791758.2026691,149,0.408
1739791758.202673,149,0.404
1739791759.189763,150,0.404
1739791759.189791,150,0.408
1739791760.18016,151,0.404
1739791760.1801972,151,0.404
1739791760.180205,151,0.404
1739791761.172192,152,0.404
1739791761.172228,152,0.404
1739791762.159507,152,0.404
1739791762.159543,152,0.404
1739791762.159551,152,0.408
1739791763.153134,152,0.408
1739791763.153161,152,0.404
1739791764.139188,152,0.408
1739791764.139439,152,0.404
1739791764.139443,152,0.4
1739791765.129141,152,0.408
1739791765.129174,152,0.404
1739791766.1200352,151,0.408
1739791766.120061,151,0.408
1739791766.120065,151,0.404
1739791767.1082082,152,0.404
1739791767.108234,152,0.404
1739791768.098709,151,0.412
1739791768.098736,151,0.408
1739791768.0987399,151,0.4
1739791769.088274,151,0.412
1739791769.0883148,151,0.408
1739791769.088324,151,0.408
1739791770.0784268,151,0.404
1739791770.078465,151,0.404
1739791771.068674,151,0.412
1739791771.068701,151,0.404
1739791771.068705,151,0.404
1739791772.05867,151,0.404
1739791772.058709,151,0.408
1739791773.048031,152,0.4
1739791773.048058,152,0.4
1739791773.0480618,152,0.404
1739791774.038496,152,0.408
1739791774.038538,152,0.4
1739791776.016882,153,0.4
1739791776.016903,153,0.404
1739791776.016907,153,0.4
1739791777.006026,153,0.404
1739791777.006041,153,0.396
1739791777.997219,153,0.4
1739791777.997248,153,0.404
1739791777.9972532,153,0.399
1739791778.987519,153,0.4
1739791778.987552,153,0.396
1739791779.977282,154,0.404
1739791779.9773152,154,0.396
1739791779.977323,154,0.396
1739791780.969696,154,0.4
1739791780.9697359,154,0.396
1739791780.969744,154,0.392
1739791781.959253,154,0.4
1739791781.959291,154,0.396
1739791782.9497569,155,0.396
1739791782.949795,155,0.392
1739791782.949802,155,0.396
1739791783.9392471,155,0.396
1739791783.939284,155,0.396
1739791784.927885,155,0.392
1739791784.9279182,155,0.4
1739791784.927924,155,0.392
1739791785.91591,155,0.396
1739791785.915926,155,0.396
1739791785.91593,155,0.396
1739791786.906185,155,0.4
1739791786.9062002,155,0.4
1739791787.897664,155,0.396
1739791787.897695,155,0.392
1739791787.897699,155,0.4
1739791789.87963,155,0.4
1739791789.8796659,155,0.396
1739791790.867709,155,0.396
1739791790.867739,155,0.4
1739791790.867743,155,0.4
1739791790.8684642,154,0.396
1739791790.868468,154,0.396
1739791791.85658,154,0.4
1739791791.856611,154,0.4
1739791791.8566139,154,0.4
1739791792.8472462,154,0.392
1739791792.847276,154,0.4
1739791792.84728,154,0.4
1739791793.837528,154,0.392
1739791793.837565,154,0.396
1739791794.8292868,155,0.396
1739791794.8293278,155,0.396
1739791794.829335,155,0.392
1739791795.81734,155,0.396
1739791795.817374,155,0.388
1739791796.806591,156,0.396
1739791796.806624,156,0.392
1739791796.806628,156,0.392
1739791797.7992718,157,0.388
1739791797.799299,157,0.391
1739791797.7993028,157,0.388
1739791798.7878442,157,0.388
1739791798.787869,157,0.392
1739791799.7785459,158,0.384
1739791799.7785778,158,0.388
1739791799.778581,158,0.392
1739791800.766904,158,0.388
1739791800.766931,158,0.384
1739791801.756186,158,0.388
1739791801.756193,158,0.388
1739791801.756195,158,0.388
1739791802.7473652,159,0.388
1739791802.747398,159,0.38
1739791802.747402,159,0.388
1739791803.738285,159,0.388
1739791803.738315,159,0.388
1739791805.717789,159,0.38
1739791805.717806,159,0.384
1739791805.717809,159,0.388
1739791805.718194,159,0.388
1739791805.718198,159,0.388
1739791805.7182012,159,0.388
1739791806.706806,159,0.384
1739791806.706839,159,0.384
1739791807.696536,159,0.388
1739791807.696565,159,0.388
1739791807.6965692,159,0.38
1739791808.686451,159,0.384
1739791808.686485,159,0.392
1739791808.686489,159,0.384
1739791809.676256,159,0.384
1739791809.676285,159,0.388
1739791810.668443,159,0.392
1739791810.668473,159,0.384
1739791810.6684768,159,0.388
1739791811.657044,159,0.388
1739791811.6570811,159,0.392
1739791811.65709,159,0.384
1739791812.647907,159,0.384
1739791812.648003,159,0.392
1739791813.636331,159,0.384
1739791813.636377,159,0.388
1739791813.636383,159,0.38
1739791814.627499,159,0.388
1739791814.6275342,159,0.384
1739791814.627542,159,0.384
1739791815.616761,160,0.38
1739791815.616796,160,0.388
1739791816.604536,160,0.388
1739791816.604547,160,0.38
1739791816.6045492,160,0.38
1739791817.596701,160,0.383
1739791817.596738,160,0.384
1739791817.596745,160,0.384
1739791818.586551,161,0.38
1739791818.5865731,161,0.376
1739791819.577493,161,0.384
1739791819.577523,161,0.384
1739791819.577526,161,0.38
1739791820.567002,161,0.38
1739791820.5670369,161,0.38
1739791820.567046,161,0.384
1739791821.556898,161,0.376
1739791821.556931,161,0.38
1739791822.546368,161,0.384
1739791822.546398,161,0.38
1739791822.546402,161,0.38
1739791823.536499,161,0.376
1739791823.53653,161,0.384
1739791823.536534,161,0.384
1739791824.5269618,161,0.376
1739791824.527,161,0.38
1739791825.517107,161,0.388
1739791825.517139,161,0.38
1739791825.517143,161,0.384
1739791826.507518,161,0.38
1739791826.50755,161,0.376
1739791826.507555,161,0.376
1739791827.496545,162,0.38
1739791827.496576,162,0.376
1739791827.496584,162,0.38
1739791828.487376,162,0.376
1739791828.4873972,162,0.384
1739791830.467749,163,0.372
1739791830.467784,163,0.376
1739791830.4677918,163,0.384
1739791830.468835,163,0.376
1739791830.468843,163,0.372
1739791830.468849,163,0.38
1739791832.44927,163,0.38
1739791832.4492989,163,0.376
1739791833.437597,163,0.376
1739791833.437632,163,0.376
1739791833.437639,163,0.38
1739791834.4266932,163,0.376
1739791834.4267259,163,0.372
1739791834.42673,163,0.38
1739791834.427676,163,0.376
1739791834.427684,163,0.376
1739791834.42769,163,0.38
1739791835.417346,163,0.376
1739791835.417375,163,0.372
1739791836.4084501,163,0.38
1739791836.4084811,163,0.396
1739791836.408486,163,0.352
1739791837.396267,163,0.375
1739791837.396288,163,0.38
1739791837.3962922,163,0.376
1739791838.3865118,163,0.38
1739791838.386546,163,0.38
1739791839.375684,163,0.376
1739791839.375703,163,0.376
1739791839.3757088,163,0.376
1739791840.368105,163,0.38
1739791840.36813,163,0.38
1739791840.3681338,163,0.376
1739791841.357053,163,0.376
1739791841.357109,163,0.376
1739791841.357132,163,0.384
1739791842.348165,163,0.376
1739791842.3481941,163,0.38
1739791843.334681,162,0.384
1739791843.334692,162,0.38
1739791843.3346949,162,0.38
1739791844.326435,162,0.384
1739791844.326467,162,0.38
1739791844.3264709,162,0.38
1739791845.316823,161,0.388
1739791845.316853,161,0.376
1739791846.306119,161,0.384
1739791846.306126,161,0.38
1739791846.3061278,161,0.384
1739791848.290734,161,0.384
1739791848.2907689,161,0.376
1739791848.290776,161,0.38
1739791849.2768042,161,0.384
1739791849.2768471,161,0.38
1739791849.277817,161,0.376
1739791849.277827,161,0.38
1739791849.277832,161,0.38
1739791850.269501,162,0.372
1739791850.269537,162,0.38
1739791850.269545,162,0.38
1739791851.25669,163,0.372
1739791851.256725,163,0.372
1739791851.256733,163,0.376
1739791852.2470021,163,0.38
1739791852.247039,163,0.372
1739791853.239375,164,0.372
1739791853.239402,164,0.376
1739791853.239406,164,0.376
1739791854.228113,164,0.372
1739791854.2281458,164,0.368
1739791854.228151,164,0.376
1739791855.2165031,165,0.372
1739791855.2165298,165,0.368
1739791855.216534,165,0.372
1739791856.209419,165,0.376
1739791856.209449,165,0.367
1739791857.196675,166,0.368
1739791857.196704,166,0.372
1739791857.1967082,166,0.372
1739791858.186503,166,0.372
1739791858.186534,166,0.368
1739791858.186541,166,0.368
1739791859.175748,166,0.368
1739791859.175769,166,0.368
1739791859.175773,166,0.376
1739791860.16912,166,0.364
1739791860.169156,166,0.364
1739791861.156408,167,0.376
1739791861.156439,167,0.364
1739791861.1564429,167,0.368
1739791862.147234,167,0.368
1739791862.1472619,167,0.372
1739791862.147267,167,0.372
1739791863.137623,167,0.368
1739791863.137656,167,0.368
